study,stim,target_user,qlabel,targ_agg,s2m,targ_agg2
1,friends,7,ilike,3,0,3
1,friends,7,impulsive,3,0,3
1,friends,7,intelligent,3.3,0,3.3
1,friends,7,lazy,2.5,0,2.5
1,friends,7,lazy_r,3.5,0,3.5
1,friends,7,nervous,2.7,0,2.7
1,friends,7,neu,2.7,0,2.7
1,friends,7,ope,3.25,0,3.25
1,friends,7,relaxed,3.3,0,3.3
1,friends,7,relaxed_r,2.7,0,2.7
1,friends,7,reserved,3.2,0,3.2
1,friends,7,reserved_r,2.8,0,2.8
1,friends,7,selfesteem,2.9,0,2.9
1,friends,7,ses,5.9,0,5.9
1,friends,7,thorough,3.2,0,3.2
1,friends,7,trusting,2.6,0,2.6
1,friends,7,trustworthy,3,0,3
1,friends,8,actimag,2.7,0,2.7
1,friends,8,age,21.9,0,21.9
1,friends,8,agr,3.4,0,3.4
1,friends,8,arrogant,3.5,0,3.5
1,friends,8,assertive,3.5,0,3.5
1,friends,8,attractive,3.5,0,3.5
1,friends,8,centerattn,3.7,0,3.7
1,friends,8,cold,2.3,0,2.3
1,friends,8,cold_r,3.7,0,3.7
1,friends,8,con,3.35,0,3.35
1,friends,8,ext,4,0,4
1,friends,8,fewartint,3.4,0,3.4
1,friends,8,fewartint_r,2.6,0,2.6
1,friends,8,funny,3.2,0,3.2
1,friends,8,ilike,3.1,0,3.1
1,friends,8,impulsive,3.4,0,3.4
1,friends,8,intelligent,2.8,0,2.8
1,friends,8,lazy,2.4,0,2.4
1,friends,8,lazy_r,3.6,0,3.6
1,friends,8,nervous,2.1,0,2.1
1,friends,8,neu,2.3,0,2.3
1,friends,8,ope,2.65,0,2.65
1,friends,8,outgoing,4.3,0,4.3
1,friends,8,relaxed,3.5,0,3.5
1,friends,8,relaxed_r,2.5,0,2.5
1,friends,8,reserved,2.3,0,2.3
1,friends,8,reserved_r,3.7,0,3.7
1,friends,8,selfesteem,4.2,0,4.2
1,friends,8,ses,5.7,0,5.7
1,friends,8,thorough,3.1,0,3.1
1,friends,8,trusting,3.1,0,3.1
1,friends,8,trustworthy,3,0,3
1,friends,9,actimag,3.5454545454545454,0,3.5454545454545454
1,friends,9,age,26.181818181818183,0,26.181818181818183
1,friends,9,agr,2.9545454545454546,0,2.9545454545454546
1,friends,9,arrogant,2.5454545454545454,0,2.5454545454545454
1,friends,9,assertive,3.090909090909091,0,3.090909090909091
1,friends,9,attractive,2.909090909090909,0,2.909090909090909
1,friends,9,centerattn,3,0,3
1,friends,9,cold,3.3636363636363638,0,3.3636363636363638
1,friends,9,cold_r,2.6363636363636362,0,2.6363636363636362
1,friends,9,con,3.227272727272727,0,3.227272727272727
1,friends,9,ext,2.9545454545454546,0,2.9545454545454546
1,friends,9,fewartint,3.1818181818181817,0,3.1818181818181817
1,friends,9,fewartint_r,2.8181818181818183,0,2.8181818181818183
1,friends,9,funny,3.3636363636363638,0,3.3636363636363638
1,friends,9,ilike,3.3636363636363638,0,3.3636363636363638
1,friends,9,impulsive,3.090909090909091,0,3.090909090909091
1,friends,9,intelligent,3.5454545454545454,0,3.5454545454545454
1,friends,9,lazy,2.8181818181818183,0,2.8181818181818183
1,friends,9,lazy_r,3.1818181818181817,0,3.1818181818181817
1,friends,9,nervous,3.1818181818181817,0,3.1818181818181817
1,friends,9,neu,3.1818181818181817,0,3.1818181818181817
1,friends,9,ope,3.1818181818181817,0,3.1818181818181817
1,friends,9,outgoing,3.272727272727273,0,3.272727272727273
1,friends,9,relaxed,2.8181818181818183,0,2.8181818181818183
1,friends,9,relaxed_r,3.1818181818181817,0,3.1818181818181817
1,friends,9,reserved,3,0,3
1,friends,9,reserved_r,3,0,3
1,friends,9,selfesteem,3.1818181818181817,0,3.1818181818181817
1,friends,9,ses,5.363636363636363,0,5.363636363636363
1,friends,9,thorough,3.272727272727273,0,3.272727272727273
1,friends,9,trusting,2.909090909090909,0,2.909090909090909
1,friends,9,trustworthy,3.3636363636363638,0,3.3636363636363638
1,friends,10,actimag,3.272727272727273,0,3.272727272727273
1,friends,10,age,38.09090909090909,0,38.09090909090909
1,friends,10,agr,3.0454545454545454,0,3.0454545454545454
1,friends,10,arrogant,2.8181818181818183,0,2.8181818181818183
1,friends,10,assertive,3.3636363636363638,0,3.3636363636363638
1,friends,10,attractive,2.909090909090909,0,2.909090909090909
1,friends,10,centerattn,2.909090909090909,0,2.909090909090909
1,friends,10,cold,2.5454545454545454,0,2.5454545454545454
1,friends,10,cold_r,3.4545454545454546,0,3.4545454545454546
1,friends,10,con,3.772727272727273,0,3.772727272727273
1,friends,10,ext,3.6818181818181817,0,3.6818181818181817
1,friends,10,fewartint,3.4545454545454546,0,3.4545454545454546
1,friends,10,fewartint_r,2.5454545454545454,0,2.5454545454545454
1,friends,10,funny,3.4545454545454546,0,3.4545454545454546
1,friends,10,ilike,3.4545454545454546,0,3.4545454545454546
1,friends,10,impulsive,2.6363636363636362,0,2.6363636363636362
1,friends,10,intelligent,3.727272727272727,0,3.727272727272727
1,friends,10,lazy,2.3636363636363638,0,2.3636363636363638
1,friends,10,lazy_r,3.6363636363636362,0,3.6363636363636362
1,friends,10,nervous,2.6363636363636362,0,2.6363636363636362
1,friends,10,neu,2.5454545454545454,0,2.5454545454545454
1,friends,10,ope,2.909090909090909,0,2.909090909090909
1,friends,10,outgoing,3.909090909090909,0,3.909090909090909
1,friends,10,relaxed,3.5454545454545454,0,3.5454545454545454
1,friends,10,relaxed_r,2.4545454545454546,0,2.4545454545454546
1,friends,10,reserved,3.4545454545454546,0,3.4545454545454546
1,friends,10,reserved_r,2.5454545454545454,0,2.5454545454545454
1,friends,10,selfesteem,3.4545454545454546,0,3.4545454545454546
1,friends,10,ses,7.2727272727272725,0,7.2727272727272725
1,friends,10,thorough,3.909090909090909,0,3.909090909090909
1,friends,10,trusting,3.5454545454545454,0,3.5454545454545454
1,friends,10,trustworthy,3.909090909090909,0,3.909090909090909
1,friends,11,actimag,3.5454545454545454,0,3.5454545454545454
1,friends,11,age,18.818181818181817,0,18.818181818181817
1,friends,11,agr,3.5454545454545454,0,3.5454545454545454
1,friends,11,arrogant,3,0,3
1,friends,11,assertive,3.3636363636363638,0,3.3636363636363638
1,friends,11,attractive,3.1818181818181817,0,3.1818181818181817
1,friends,11,centerattn,3.8181818181818183,0,3.8181818181818183
1,friends,11,cold,2.909090909090909,0,2.909090909090909
1,friends,11,cold_r,3.090909090909091,0,3.090909090909091
1,friends,11,con,2.6363636363636362,0,2.6363636363636362
1,friends,11,ext,3.5,0,3.5
1,friends,11,fewartint,3.1818181818181817,0,3.1818181818181817
1,friends,11,fewartint_r,2.8181818181818183,0,2.8181818181818183
1,friends,11,funny,3.3636363636363638,0,3.3636363636363638
1,friends,11,ilike,3.1818181818181817,0,3.1818181818181817
1,friends,11,impulsive,3.5454545454545454,0,3.5454545454545454
1,friends,11,intelligent,2.909090909090909,0,2.909090909090909
1,friends,11,lazy,3.272727272727273,0,3.272727272727273
1,friends,11,lazy_r,2.727272727272727,0,2.727272727272727
1,friends,11,nervous,2.4545454545454546,0,2.4545454545454546
1,friends,11,neu,2.6818181818181817,0,2.6818181818181817
1,friends,11,ope,3.1818181818181817,0,3.1818181818181817
1,friends,11,outgoing,3.909090909090909,0,3.909090909090909
1,friends,11,relaxed,3.090909090909091,0,3.090909090909091
1,friends,11,relaxed_r,2.909090909090909,0,2.909090909090909
1,friends,11,reserved,2.1818181818181817,0,2.1818181818181817
1,friends,11,reserved_r,3.8181818181818183,0,3.8181818181818183
1,friends,11,selfesteem,3.8181818181818183,0,3.8181818181818183
1,friends,11,ses,4.636363636363637,0,4.636363636363637
1,friends,11,thorough,2.5454545454545454,0,2.5454545454545454
1,friends,11,trusting,3.272727272727273,0,3.272727272727273
1,friends,11,trustworthy,2.8181818181818183,0,2.8181818181818183
1,friends,12,actimag,3.6666666666666665,0,3.6666666666666665
1,friends,12,age,19.555555555555557,0,19.555555555555557
1,friends,12,agr,3.5555555555555554,0,3.5555555555555554
1,friends,12,arrogant,2.888888888888889,0,2.888888888888889
1,friends,12,assertive,3.2222222222222223,0,3.2222222222222223
1,friends,12,attractive,3.3333333333333335,0,3.3333333333333335
1,friends,12,centerattn,3.3333333333333335,0,3.3333333333333335
1,friends,12,cold,3.111111111111111,0,3.111111111111111
1,friends,12,cold_r,2.888888888888889,0,2.888888888888889
1,friends,12,con,3.2777777777777777,0,3.2777777777777777
1,friends,12,ext,3.5,0,3.5
1,friends,12,fewartint,2.6666666666666665,0,2.6666666666666665
1,friends,12,fewartint_r,3.3333333333333335,0,3.3333333333333335
1,friends,12,funny,3.3333333333333335,0,3.3333333333333335
1,friends,12,ilike,3,0,3
1,friends,12,impulsive,3.111111111111111,0,3.111111111111111
1,friends,12,intelligent,3.3333333333333335,0,3.3333333333333335
1,friends,12,lazy,2.6666666666666665,0,2.6666666666666665
1,friends,12,lazy_r,3.3333333333333335,0,3.3333333333333335
1,friends,12,nervous,3,0,3
1,friends,12,neu,2.7777777777777777,0,2.7777777777777777
1,friends,12,ope,3.5,0,3.5
1,friends,12,outgoing,4.111111111111111,0,4.111111111111111
1,friends,12,relaxed,3.4444444444444446,0,3.4444444444444446
1,friends,12,relaxed_r,2.5555555555555554,0,2.5555555555555554
1,friends,12,reserved,2.5555555555555554,0,2.5555555555555554
1,friends,12,reserved_r,3.4444444444444446,0,3.4444444444444446
1,friends,12,selfesteem,3.3333333333333335,0,3.3333333333333335
1,friends,12,ses,5.333333333333333,0,5.333333333333333
1,friends,12,thorough,3.2222222222222223,0,3.2222222222222223
1,friends,12,trusting,3.6666666666666665,0,3.6666666666666665
1,friends,12,trustworthy,3.111111111111111,0,3.111111111111111
1,friends,13,actimag,3,0,3
1,friends,13,age,21,0,21
1,friends,13,agr,3.75,0,3.75
1,friends,13,arrogant,3,0,3
1,friends,13,assertive,3.125,0,3.125
1,friends,13,attractive,3.75,0,3.75
1,friends,13,centerattn,3.75,0,3.75
1,friends,13,cold,2.125,0,2.125
1,friends,13,cold_r,3.875,0,3.875
1,friends,13,con,3.125,0,3.125
1,friends,13,ext,3.875,0,3.875
1,friends,13,fewartint,3,0,3
1,friends,13,fewartint_r,3,0,3
1,friends,13,funny,3.75,0,3.75
1,friends,13,ilike,3.375,0,3.375
1,friends,13,impulsive,3.375,0,3.375
1,friends,13,intelligent,3.25,0,3.25
1,friends,13,lazy,2.625,0,2.625
1,friends,13,lazy_r,3.375,0,3.375
1,friends,13,nervous,2.625,0,2.625
1,friends,13,neu,2.4375,0,2.4375
1,friends,13,ope,3,0,3
1,friends,13,outgoing,3.875,0,3.875
1,friends,13,relaxed,3.75,0,3.75
1,friends,13,relaxed_r,2.25,0,2.25
1,friends,13,reserved,2.25,0,2.25
1,friends,13,reserved_r,3.75,0,3.75
1,friends,13,selfesteem,4.125,0,4.125
1,friends,13,ses,5,0,5
1,friends,13,thorough,2.875,0,2.875
1,friends,13,trusting,3.75,0,3.75
1,friends,13,trustworthy,3,0,3
1,friends,14,actimag,3.2222222222222223,0,3.2222222222222223
1,friends,14,age,23.88888888888889,0,23.88888888888889
1,friends,14,agr,3.7222222222222223,0,3.7222222222222223
1,friends,14,arrogant,3.6666666666666665,0,3.6666666666666665
1,friends,14,assertive,3.6666666666666665,0,3.6666666666666665
1,friends,14,attractive,3.111111111111111,0,3.111111111111111
1,friends,14,centerattn,3.7777777777777777,0,3.7777777777777777
1,friends,14,cold,2.6666666666666665,0,2.6666666666666665
1,friends,14,cold_r,3.3333333333333335,0,3.3333333333333335
1,friends,14,con,3.0555555555555554,0,3.0555555555555554
1,friends,14,ext,3.7777777777777777,0,3.7777777777777777
1,friends,14,fewartint,3,0,3
1,friends,14,fewartint_r,3,0,3
1,friends,14,funny,3.6666666666666665,0,3.6666666666666665
1,friends,14,ilike,3.111111111111111,0,3.111111111111111
1,friends,14,impulsive,3.5555555555555554,0,3.5555555555555554
1,friends,14,intelligent,3.2222222222222223,0,3.2222222222222223
1,friends,14,lazy,2.6666666666666665,0,2.6666666666666665
1,friends,14,lazy_r,3.3333333333333335,0,3.3333333333333335
1,friends,14,nervous,2.2222222222222223,0,2.2222222222222223
1,friends,14,neu,2.2222222222222223,0,2.2222222222222223
1,friends,14,ope,3.111111111111111,0,3.111111111111111
1,friends,14,outgoing,4.222222222222222,0,4.222222222222222
1,friends,14,relaxed,3.7777777777777777,0,3.7777777777777777
1,friends,14,relaxed_r,2.2222222222222223,0,2.2222222222222223
1,friends,14,reserved,2,0,2
1,friends,14,reserved_r,4,0,4
1,friends,14,selfesteem,4.222222222222222,0,4.222222222222222
1,friends,14,ses,5.888888888888889,0,5.888888888888889
1,friends,14,thorough,2.7777777777777777,0,2.7777777777777777
1,friends,14,trusting,3.4444444444444446,0,3.4444444444444446
1,friends,14,trustworthy,3.3333333333333335,0,3.3333333333333335
1,friends,15,actimag,3.2222222222222223,0,3.2222222222222223
1,friends,15,age,26.444444444444443,0,26.444444444444443
1,friends,15,agr,3.7222222222222223,0,3.7222222222222223
1,friends,15,arrogant,2.4444444444444446,0,2.4444444444444446
1,friends,15,assertive,3.5555555555555554,0,3.5555555555555554
1,friends,15,attractive,2.7777777777777777,0,2.7777777777777777
1,friends,15,centerattn,2.888888888888889,0,2.888888888888889
1,friends,15,cold,2.4444444444444446,0,2.4444444444444446
1,friends,15,cold_r,3.5555555555555554,0,3.5555555555555554
1,friends,15,con,3.7222222222222223,0,3.7222222222222223
1,friends,15,ext,3.7222222222222223,0,3.7222222222222223
1,friends,15,fewartint,2.4444444444444446,0,2.4444444444444446
1,friends,15,fewartint_r,3.5555555555555554,0,3.5555555555555554
1,friends,15,funny,3.111111111111111,0,3.111111111111111
1,friends,15,ilike,3.3333333333333335,0,3.3333333333333335
1,friends,15,impulsive,3,0,3
1,friends,15,intelligent,3.888888888888889,0,3.888888888888889
1,friends,15,lazy,2.3333333333333335,0,2.3333333333333335
1,friends,15,lazy_r,3.6666666666666665,0,3.6666666666666665
1,friends,15,nervous,2.111111111111111,0,2.111111111111111
1,friends,15,neu,2.1666666666666665,0,2.1666666666666665
1,friends,15,ope,3.388888888888889,0,3.388888888888889
1,friends,15,outgoing,3.888888888888889,0,3.888888888888889
1,friends,15,relaxed,3.7777777777777777,0,3.7777777777777777
1,friends,15,relaxed_r,2.2222222222222223,0,2.2222222222222223
1,friends,15,reserved,2,0,2
1,friends,15,reserved_r,4,0,4
1,friends,15,selfesteem,3.4444444444444446,0,3.4444444444444446
1,friends,15,ses,6.444444444444445,0,6.444444444444445
1,friends,15,thorough,3.7777777777777777,0,3.7777777777777777
1,friends,15,trusting,3.4444444444444446,0,3.4444444444444446
1,friends,15,trustworthy,3.2222222222222223,0,3.2222222222222223
1,friends,16,actimag,3.875,0,3.875
1,friends,16,age,31.75,0,31.75
1,friends,16,agr,3.875,0,3.875
1,friends,16,arrogant,2.125,0,2.125
1,friends,16,assertive,3.5,0,3.5
1,friends,16,attractive,3.5,0,3.5
1,friends,16,centerattn,3.375,0,3.375
1,friends,16,cold,1.875,0,1.875
1,friends,16,cold_r,4.125,0,4.125
1,friends,16,con,3.875,0,3.875
1,friends,16,ext,4.1875,0,4.1875
1,friends,16,fewartint,1.875,0,1.875
1,friends,16,fewartint_r,4.125,0,4.125
1,friends,16,funny,3.625,0,3.625
1,friends,16,ilike,3.5,0,3.5
1,friends,16,impulsive,2.75,0,2.75
1,friends,16,intelligent,3.75,0,3.75
1,friends,16,lazy,1.875,0,1.875
1,friends,16,lazy_r,4.125,0,4.125
1,friends,16,nervous,2,0,2
1,friends,16,neu,2.0625,0,2.0625
1,friends,16,ope,4,0,4
1,friends,16,outgoing,4.25,0,4.25
1,friends,16,relaxed,3.875,0,3.875
1,friends,16,relaxed_r,2.125,0,2.125
1,friends,16,reserved,2.25,0,2.25
1,friends,16,reserved_r,3.75,0,3.75
1,friends,16,selfesteem,3.75,0,3.75
1,friends,16,ses,6.375,0,6.375
1,friends,16,thorough,3.625,0,3.625
1,friends,16,trusting,4,0,4
1,friends,16,trustworthy,3.875,0,3.875
1,friends,17,actimag,3.4545454545454546,0,3.4545454545454546
1,friends,17,age,22.272727272727273,0,22.272727272727273
1,friends,17,agr,3.6363636363636362,0,3.6363636363636362
1,friends,17,arrogant,3.5454545454545454,0,3.5454545454545454
1,friends,17,assertive,3.6363636363636362,0,3.6363636363636362
1,friends,17,attractive,3.090909090909091,0,3.090909090909091
1,friends,17,centerattn,4.090909090909091,0,4.090909090909091
1,friends,17,cold,2.909090909090909,0,2.909090909090909
1,friends,17,cold_r,3.090909090909091,0,3.090909090909091
1,friends,17,con,2.8636363636363638,0,2.8636363636363638
1,friends,17,ext,3.6818181818181817,0,3.6818181818181817
1,friends,17,fewartint,3,0,3
1,friends,17,fewartint_r,3,0,3
1,friends,17,funny,3.8181818181818183,0,3.8181818181818183
1,friends,17,ilike,3,0,3
1,friends,17,impulsive,3.5454545454545454,0,3.5454545454545454
1,friends,17,intelligent,3.272727272727273,0,3.272727272727273
1,friends,17,lazy,3.1818181818181817,0,3.1818181818181817
1,friends,17,lazy_r,2.8181818181818183,0,2.8181818181818183
1,friends,17,nervous,2.5454545454545454,0,2.5454545454545454
1,friends,17,neu,2.4545454545454546,0,2.4545454545454546
1,friends,17,ope,3.227272727272727,0,3.227272727272727
1,friends,17,outgoing,4.2727272727272725,0,4.2727272727272725
1,friends,17,relaxed,3.6363636363636362,0,3.6363636363636362
1,friends,17,relaxed_r,2.3636363636363638,0,2.3636363636363638
1,friends,17,reserved,2,0,2
1,friends,17,reserved_r,4,0,4
1,friends,17,selfesteem,4.090909090909091,0,4.090909090909091
1,friends,17,ses,5.090909090909091,0,5.090909090909091
1,friends,17,thorough,2.909090909090909,0,2.909090909090909
1,friends,17,trusting,3.272727272727273,0,3.272727272727273
1,friends,17,trustworthy,2.909090909090909,0,2.909090909090909
1,friends,18,actimag,3.8,0,3.8
1,friends,18,age,22.3,0,22.3
1,friends,18,agr,3.45,0,3.45
1,friends,18,arrogant,2.8,0,2.8
1,friends,18,assertive,3.2,0,3.2
1,friends,18,attractive,3.5,0,3.5
1,friends,18,centerattn,3.4,0,3.4
1,friends,18,cold,2.4,0,2.4
1,friends,18,cold_r,3.6,0,3.6
1,friends,18,con,2.85,0,2.85
1,friends,18,ext,3.75,0,3.75
1,friends,18,fewartint,2.6,0,2.6
1,friends,18,fewartint_r,3.4,0,3.4
1,friends,18,funny,3.3,0,3.3
1,friends,18,ilike,3.3,0,3.3
1,friends,18,impulsive,3,0,3
1,friends,18,intelligent,4.2,0,4.2
1,friends,18,lazy,3.1,0,3.1
1,friends,18,lazy_r,2.9,0,2.9
1,friends,18,nervous,2.8,0,2.8
1,friends,18,neu,2.65,0,2.65
1,friends,18,ope,3.6,0,3.6
1,friends,18,outgoing,3.9,0,3.9
1,friends,18,relaxed,3.5,0,3.5
1,friends,18,relaxed_r,2.5,0,2.5
1,friends,18,reserved,2.7,0,2.7
1,friends,18,reserved_r,3.3,0,3.3
1,friends,18,selfesteem,3.9,0,3.9
1,friends,18,ses,5.5,0,5.5
1,friends,18,thorough,2.8,0,2.8
1,friends,18,trusting,3.6,0,3.6
1,friends,18,trustworthy,3.4,0,3.4
1,friends,19,actimag,3.4545454545454546,0,3.4545454545454546
1,friends,19,age,22.181818181818183,0,22.181818181818183
1,friends,19,agr,3.6363636363636362,0,3.6363636363636362
1,friends,19,arrogant,4.090909090909091,0,4.090909090909091
1,friends,19,assertive,3.4545454545454546,0,3.4545454545454546
1,friends,19,attractive,3.909090909090909,0,3.909090909090909
1,friends,19,centerattn,3.727272727272727,0,3.727272727272727
1,friends,19,cold,2.909090909090909,0,2.909090909090909
1,friends,19,cold_r,3.090909090909091,0,3.090909090909091
1,friends,19,con,2.9545454545454546,0,2.9545454545454546
1,friends,19,ext,3.6818181818181817,0,3.6818181818181817
1,friends,19,fewartint,3.090909090909091,0,3.090909090909091
1,friends,19,fewartint_r,2.909090909090909,0,2.909090909090909
1,friends,19,funny,3.090909090909091,0,3.090909090909091
1,friends,19,ilike,3.090909090909091,0,3.090909090909091
1,friends,19,impulsive,3.3636363636363638,0,3.3636363636363638
1,friends,19,intelligent,3.4545454545454546,0,3.4545454545454546
1,friends,19,lazy,2.909090909090909,0,2.909090909090909
1,friends,19,lazy_r,3.090909090909091,0,3.090909090909091
1,friends,19,nervous,2.3636363636363638,0,2.3636363636363638
1,friends,19,neu,2.3636363636363638,0,2.3636363636363638
1,friends,19,ope,3.1818181818181817,0,3.1818181818181817
1,friends,19,outgoing,4.2727272727272725,0,4.2727272727272725
1,friends,19,relaxed,3.6363636363636362,0,3.6363636363636362
1,friends,19,relaxed_r,2.3636363636363638,0,2.3636363636363638
1,friends,19,reserved,2.1818181818181817,0,2.1818181818181817
1,friends,19,reserved_r,3.8181818181818183,0,3.8181818181818183
1,friends,19,selfesteem,4.090909090909091,0,4.090909090909091
1,friends,19,ses,5.909090909090909,0,5.909090909090909
1,friends,19,thorough,2.8181818181818183,0,2.8181818181818183
1,friends,19,trusting,3.4545454545454546,0,3.4545454545454546
1,friends,19,trustworthy,3.1818181818181817,0,3.1818181818181817
1,friends,20,actimag,3.5454545454545454,0,3.5454545454545454
1,friends,20,age,19.636363636363637,0,19.636363636363637
1,friends,20,agr,3.772727272727273,0,3.772727272727273
1,friends,20,arrogant,3.1818181818181817,0,3.1818181818181817
1,friends,20,assertive,3.4545454545454546,0,3.4545454545454546
1,friends,20,attractive,4.090909090909091,0,4.090909090909091
1,friends,20,centerattn,3.909090909090909,0,3.909090909090909
1,friends,20,cold,2.909090909090909,0,2.909090909090909
1,friends,20,cold_r,3.090909090909091,0,3.090909090909091
1,friends,20,con,3.090909090909091,0,3.090909090909091
1,friends,20,ext,3.8181818181818183,0,3.8181818181818183
1,friends,20,fewartint,2.5454545454545454,0,2.5454545454545454
1,friends,20,fewartint_r,3.4545454545454546,0,3.4545454545454546
1,friends,20,funny,4.090909090909091,0,4.090909090909091
1,friends,20,ilike,3.4545454545454546,0,3.4545454545454546
1,friends,20,impulsive,3.5454545454545454,0,3.5454545454545454
1,friends,20,intelligent,3.6363636363636362,0,3.6363636363636362
1,friends,20,lazy,2.727272727272727,0,2.727272727272727
1,friends,20,lazy_r,3.272727272727273,0,3.272727272727273
1,friends,20,nervous,2.272727272727273,0,2.272727272727273
1,friends,20,neu,2.3181818181818183,0,2.3181818181818183
1,friends,20,ope,3.5,0,3.5
1,friends,20,outgoing,4.545454545454546,0,4.545454545454546
1,friends,20,relaxed,3.6363636363636362,0,3.6363636363636362
1,friends,20,relaxed_r,2.3636363636363638,0,2.3636363636363638
1,friends,20,reserved,1.9090909090909092,0,1.9090909090909092
1,friends,20,reserved_r,4.090909090909091,0,4.090909090909091
1,friends,20,selfesteem,4.181818181818182,0,4.181818181818182
1,friends,20,ses,7,0,7
1,friends,20,thorough,2.909090909090909,0,2.909090909090909
1,friends,20,trusting,3.4545454545454546,0,3.4545454545454546
1,friends,20,trustworthy,3.3636363636363638,0,3.3636363636363638
1,friends,21,actimag,3.1818181818181817,0,3.1818181818181817
1,friends,21,age,30.636363636363637,0,30.636363636363637
1,friends,21,agr,3.1818181818181817,0,3.1818181818181817
1,friends,21,arrogant,2.272727272727273,0,2.272727272727273
1,friends,21,assertive,3.090909090909091,0,3.090909090909091
1,friends,21,attractive,3,0,3
1,friends,21,centerattn,2.5454545454545454,0,2.5454545454545454
1,friends,21,cold,2.8181818181818183,0,2.8181818181818183
1,friends,21,cold_r,3.1818181818181817,0,3.1818181818181817
1,friends,21,con,3.8181818181818183,0,3.8181818181818183
1,friends,21,ext,3.227272727272727,0,3.227272727272727
1,friends,21,fewartint,2.6363636363636362,0,2.6363636363636362
1,friends,21,fewartint_r,3.3636363636363638,0,3.3636363636363638
1,friends,21,funny,3.272727272727273,0,3.272727272727273
1,friends,21,ilike,3.272727272727273,0,3.272727272727273
1,friends,21,impulsive,2.090909090909091,0,2.090909090909091
1,friends,21,intelligent,4.090909090909091,0,4.090909090909091
1,friends,21,lazy,2.272727272727273,0,2.272727272727273
1,friends,21,lazy_r,3.727272727272727,0,3.727272727272727
1,friends,21,nervous,2.8181818181818183,0,2.8181818181818183
1,friends,21,neu,2.727272727272727,0,2.727272727272727
1,friends,21,ope,3.272727272727273,0,3.272727272727273
1,friends,21,outgoing,3.272727272727273,0,3.272727272727273
1,friends,21,relaxed,3.3636363636363638,0,3.3636363636363638
1,friends,21,relaxed_r,2.6363636363636362,0,2.6363636363636362
1,friends,21,reserved,3.272727272727273,0,3.272727272727273
1,friends,21,reserved_r,2.727272727272727,0,2.727272727272727
1,friends,21,selfesteem,3.1818181818181817,0,3.1818181818181817
1,friends,21,ses,6.181818181818182,0,6.181818181818182
1,friends,21,thorough,3.909090909090909,0,3.909090909090909
1,friends,21,trusting,3.6363636363636362,0,3.6363636363636362
1,friends,21,trustworthy,3.4545454545454546,0,3.4545454545454546
1,friends,22,actimag,2.7,0,2.7
1,friends,22,age,18.9,0,18.9
1,friends,22,agr,3.75,0,3.75
1,friends,22,arrogant,3.6,0,3.6
1,friends,22,assertive,3.7,0,3.7
1,friends,22,attractive,3.4,0,3.4
1,friends,22,centerattn,4,0,4
1,friends,22,cold,2.6,0,2.6
1,friends,22,cold_r,3.4,0,3.4
1,friends,22,con,2.95,0,2.95
1,friends,22,ext,3.8,0,3.8
1,friends,22,fewartint,3.1,0,3.1
1,friends,22,fewartint_r,2.9,0,2.9
1,friends,22,funny,3.4,0,3.4
1,friends,22,ilike,3,0,3
1,friends,22,impulsive,3.6,0,3.6
1,friends,22,intelligent,2.8,0,2.8
1,friends,22,lazy,2.8,0,2.8
1,friends,22,lazy_r,3.2,0,3.2
1,friends,22,nervous,2.3,0,2.3
1,friends,22,neu,2.65,0,2.65
1,friends,22,ope,2.8,0,2.8
1,friends,22,outgoing,4.2,0,4.2
1,friends,22,relaxed,3,0,3
1,friends,22,relaxed_r,3,0,3
1,friends,22,reserved,1.9,0,1.9
1,friends,22,reserved_r,4.1,0,4.1
1,friends,22,selfesteem,3.5,0,3.5
1,friends,22,ses,4.5,0,4.5
1,friends,22,thorough,2.7,0,2.7
1,friends,22,trusting,3.4,0,3.4
1,friends,22,trustworthy,2.7,0,2.7
1,friends,23,actimag,3,0,3
1,friends,23,age,31.7,0,31.7
1,friends,23,agr,3.35,0,3.35
1,friends,23,arrogant,3,0,3
1,friends,23,assertive,3.4,0,3.4
1,friends,23,attractive,3.1,0,3.1
1,friends,23,centerattn,3.1,0,3.1
1,friends,23,cold,2.5,0,2.5
1,friends,23,cold_r,3.5,0,3.5
1,friends,23,con,4.15,0,4.15
1,friends,23,ext,3.7,0,3.7
1,friends,23,fewartint,2.4,0,2.4
1,friends,23,fewartint_r,3.6,0,3.6
1,friends,23,funny,3.1,0,3.1
1,friends,23,ilike,3.3,0,3.3
1,friends,23,impulsive,3,0,3
1,friends,23,intelligent,3.6,0,3.6
1,friends,23,lazy,1.8,0,1.8
1,friends,23,lazy_r,4.2,0,4.2
1,friends,23,nervous,2.6,0,2.6
1,friends,23,neu,2.5,0,2.5
1,friends,23,ope,3.3,0,3.3
1,friends,23,outgoing,3.9,0,3.9
1,friends,23,relaxed,3.6,0,3.6
1,friends,23,relaxed_r,2.4,0,2.4
1,friends,23,reserved,2.8,0,2.8
1,friends,23,reserved_r,3.2,0,3.2
1,friends,23,selfesteem,3.4,0,3.4
1,friends,23,ses,7,0,7
1,friends,23,thorough,4.1,0,4.1
1,friends,23,trusting,3.5,0,3.5
1,friends,23,trustworthy,3.6,0,3.6
1,friends,24,actimag,3.9,0,3.9
1,friends,24,age,21.9,0,21.9
1,friends,24,agr,3.05,0,3.05
1,friends,24,arrogant,3,0,3
1,friends,24,assertive,3,0,3
